B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,Actual,RATIO_B2_B3,ND_B2_B3,RATIO_B2_B4,ND_B2_B4,RATIO_B2_B5,ND_B2_B5,RATIO_B2_B6,ND_B2_B6,RATIO_B2_B7,ND_B2_B7,RATIO_B2_B8,ND_B2_B8,RATIO_B2_B8A,ND_B2_B8A,RATIO_B2_B11,ND_B2_B11,RATIO_B2_B12,ND_B2_B12,RATIO_B3_B2,ND_B3_B2,RATIO_B3_B4,ND_B3_B4,RATIO_B3_B5,ND_B3_B5,RATIO_B3_B6,ND_B3_B6,RATIO_B3_B7,ND_B3_B7,RATIO_B3_B8,ND_B3_B8,RATIO_B3_B8A,ND_B3_B8A,RATIO_B3_B11,ND_B3_B11,RATIO_B3_B12,ND_B3_B12,RATIO_B4_B2,ND_B4_B2,RATIO_B4_B3,ND_B4_B3,RATIO_B4_B5,ND_B4_B5,RATIO_B4_B6,ND_B4_B6,RATIO_B4_B7,ND_B4_B7,RATIO_B4_B8,ND_B4_B8,RATIO_B4_B8A,ND_B4_B8A,RATIO_B4_B11,ND_B4_B11,RATIO_B4_B12,ND_B4_B12,RATIO_B5_B2,ND_B5_B2,RATIO_B5_B3,ND_B5_B3,RATIO_B5_B4,ND_B5_B4,RATIO_B5_B6,ND_B5_B6,RATIO_B5_B7,ND_B5_B7,RATIO_B5_B8,ND_B5_B8,RATIO_B5_B8A,ND_B5_B8A,RATIO_B5_B11,ND_B5_B11,RATIO_B5_B12,ND_B5_B12,RATIO_B6_B2,ND_B6_B2,RATIO_B6_B3,ND_B6_B3,RATIO_B6_B4,ND_B6_B4,RATIO_B6_B5,ND_B6_B5,RATIO_B6_B7,ND_B6_B7,RATIO_B6_B8,ND_B6_B8,RATIO_B6_B8A,ND_B6_B8A,RATIO_B6_B11,ND_B6_B11,RATIO_B6_B12,ND_B6_B12,RATIO_B7_B2,ND_B7_B2,RATIO_B7_B3,ND_B7_B3,RATIO_B7_B4,ND_B7_B4,RATIO_B7_B5,ND_B7_B5,RATIO_B7_B6,ND_B7_B6,RATIO_B7_B8,ND_B7_B8,RATIO_B7_B8A,ND_B7_B8A,RATIO_B7_B11,ND_B7_B11,RATIO_B7_B12,ND_B7_B12,RATIO_B8_B2,ND_B8_B2,RATIO_B8_B3,ND_B8_B3,RATIO_B8_B4,ND_B8_B4,RATIO_B8_B5,ND_B8_B5,RATIO_B8_B6,ND_B8_B6,RATIO_B8_B7,ND_B8_B7,RATIO_B8_B8A,ND_B8_B8A,RATIO_B8_B11,ND_B8_B11,RATIO_B8_B12,ND_B8_B12,RATIO_B8A_B2,ND_B8A_B2,RATIO_B8A_B3,ND_B8A_B3,RATIO_B8A_B4,ND_B8A_B4,RATIO_B8A_B5,ND_B8A_B5,RATIO_B8A_B6,ND_B8A_B6,RATIO_B8A_B7,ND_B8A_B7,RATIO_B8A_B8,ND_B8A_B8,RATIO_B8A_B11,ND_B8A_B11,RATIO_B8A_B12,ND_B8A_B12,RATIO_B11_B2,ND_B11_B2,RATIO_B11_B3,ND_B11_B3,RATIO_B11_B4,ND_B11_B4,RATIO_B11_B5,ND_B11_B5,RATIO_B11_B6,ND_B11_B6,RATIO_B11_B7,ND_B11_B7,RATIO_B11_B8,ND_B11_B8,RATIO_B11_B8A,ND_B11_B8A,RATIO_B11_B12,ND_B11_B12,RATIO_B12_B2,ND_B12_B2,RATIO_B12_B3,ND_B12_B3,RATIO_B12_B4,ND_B12_B4,RATIO_B12_B5,ND_B12_B5,RATIO_B12_B6,ND_B12_B6,RATIO_B12_B7,ND_B12_B7,RATIO_B12_B8,ND_B12_B8,RATIO_B12_B8A,ND_B12_B8A,RATIO_B12_B11,ND_B12_B11
12,11,82,89,70,64,1,1,1,1,3.15,0.921348315,-0.040935673,1.171428571,0.078947368,1.28125,0.123287671,82,0.975903614,82,0.975903614,82,0.975903614,82,0.975903614,6.833333333,0.744680851,7.454545455,0.76344086,1.085365854,0.040935673,1.271428571,0.119496855,1.390625,0.163398693,89,0.977777778,89,0.977777778,89,0.977777778,89,0.977777778,7.416666667,0.762376238,8.090909091,0.78,0.853658537,-0.078947368,0.786516854,-0.119496855,1.09375,0.044776119,70,0.971830986,70,0.971830986,70,0.971830986,70,0.971830986,5.833333333,0.707317073,6.363636364,0.728395062,0.780487805,-0.123287671,0.719101124,-0.163398693,0.914285714,-0.044776119,64,0.969230769,64,0.969230769,64,0.969230769,64,0.969230769,5.333333333,0.684210526,5.818181818,0.706666667,0.012195122,-0.975903614,0.011235955,-0.977777778,0.014285714,-0.971830986,0.015625,-0.969230769,1,0,1,0,1,0,0.083333333,-0.846153846,0.090909091,-0.833333333,0.012195122,-0.975903614,0.011235955,-0.977777778,0.014285714,-0.971830986,0.015625,-0.969230769,1,0,1,0,1,0,0.083333333,-0.846153846,0.090909091,-0.833333333,0.012195122,-0.975903614,0.011235955,-0.977777778,0.014285714,-0.971830986,0.015625,-0.969230769,1,0,1,0,1,0,0.083333333,-0.846153846,0.090909091,-0.833333333,0.012195122,-0.975903614,0.011235955,-0.977777778,0.014285714,-0.971830986,0.015625,-0.969230769,1,0,1,0,1,0,0.083333333,-0.846153846,0.090909091,-0.833333333,0.146341463,-0.744680851,0.134831461,-0.762376238,0.171428571,-0.707317073,0.1875,-0.684210526,12,0.846153846,12,0.846153846,12,0.846153846,12,0.846153846,1.090909091,0.043478261,0.134146341,-0.76344086,0.123595506,-0.78,0.157142857,-0.728395062,0.171875,-0.706666667,11,0.833333333,11,0.833333333,11,0.833333333,11,0.833333333,0.916666667,-0.043478261
68,77,68,78,103,138,51,70,29,60,2.77,0.871794872,-0.068493151,0.660194175,-0.204678363,0.492753623,-0.339805825,1.333333333,0.142857143,0.971428571,-0.014492754,2.344827586,0.402061856,1.133333333,0.0625,1,0,0.883116883,-0.062068966,1.147058824,0.068493151,0.757281553,-0.138121547,0.565217391,-0.277777778,1.529411765,0.209302326,1.114285714,0.054054054,2.689655172,0.457943925,1.3,0.130434783,1.147058824,0.068493151,1.012987013,0.006451613,1.514705882,0.204678363,1.320512821,0.138121547,0.746376812,-0.145228216,2.019607843,0.337662338,1.471428571,0.190751445,3.551724138,0.560606061,1.716666667,0.263803681,1.514705882,0.204678363,1.337662338,0.144444444,2.029411765,0.339805825,1.769230769,0.277777778,1.339805825,0.145228216,2.705882353,0.46031746,1.971428571,0.326923077,4.75862069,0.652694611,2.3,0.393939394,2.029411765,0.339805825,1.792207792,0.28372093,0.75,-0.142857143,0.653846154,-0.209302326,0.495145631,-0.337662338,0.369565217,-0.46031746,0.728571429,-0.157024793,1.75862069,0.275,0.85,-0.081081081,0.75,-0.142857143,0.662337662,-0.203125,1.029411765,0.014492754,0.897435897,-0.054054054,0.67961165,-0.190751445,0.507246377,-0.326923077,1.37254902,0.157024793,2.413793103,0.414141414,1.166666667,0.076923077,1.029411765,0.014492754,0.909090909,-0.047619048,0.426470588,-0.402061856,0.371794872,-0.457943925,0.281553398,-0.560606061,0.210144928,-0.652694611,0.568627451,-0.275,0.414285714,-0.414141414,0.483333333,-0.348314607,0.426470588,-0.402061856,0.376623377,-0.452830189,0.882352941,-0.0625,0.769230769,-0.130434783,0.582524272,-0.263803681,0.434782609,-0.393939394,1.176470588,0.081081081,0.857142857,-0.076923077,2.068965517,0.348314607,0.882352941,-0.0625,0.779220779,-0.124087591,1,0,0.871794872,-0.068493151,0.660194175,-0.204678363,0.492753623,-0.339805825,1.333333333,0.142857143,0.971428571,-0.014492754,2.344827586,0.402061856,1.133333333,0.0625,0.883116883,-0.062068966,1.132352941,0.062068966,0.987179487,-0.006451613,0.747572816,-0.144444444,0.557971014,-0.28372093,1.509803922,0.203125,1.1,0.047619048,2.655172414,0.452830189,1.283333333,0.124087591,1.132352941,0.062068966
72,72,335,595,406,323,81,78,90,70,8.03,0.56302521,-0.279569892,0.825123153,-0.095816464,1.037151703,0.018237082,4.135802469,0.610576923,4.294871795,0.622276029,3.722222222,0.576470588,4.785714286,0.654320988,4.652777778,0.646191646,4.652777778,0.646191646,1.776119403,0.279569892,1.465517241,0.188811189,1.842105263,0.296296296,7.345679012,0.76035503,7.628205128,0.76820208,6.611111111,0.737226277,8.5,0.789473684,8.263888889,0.784107946,8.263888889,0.784107946,1.211940299,0.095816464,0.682352941,-0.188811189,1.256965944,0.113854595,5.012345679,0.667351129,5.205128205,0.67768595,4.511111111,0.637096774,5.8,0.705882353,5.638888889,0.69874477,5.638888889,0.69874477,0.964179104,-0.018237082,0.542857143,-0.296296296,0.795566502,-0.113854595,3.987654321,0.599009901,4.141025641,0.610972569,3.588888889,0.564164649,4.614285714,0.643765903,4.486111111,0.635443038,4.486111111,0.635443038,0.241791045,-0.610576923,0.136134454,-0.76035503,0.199507389,-0.667351129,0.250773994,-0.599009901,1.038461538,0.018867925,0.9,-0.052631579,1.157142857,0.072847682,1.125,0.058823529,1.125,0.058823529,0.232835821,-0.622276029,0.131092437,-0.76820208,0.192118227,-0.67768595,0.241486068,-0.610972569,0.962962963,-0.018867925,0.866666667,-0.071428571,1.114285714,0.054054054,1.083333333,0.04,1.083333333,0.04,0.268656716,-0.576470588,0.151260504,-0.737226277,0.221674877,-0.637096774,0.278637771,-0.564164649,1.111111111,0.052631579,1.153846154,0.071428571,1.285714286,0.125,1.25,0.111111111,1.25,0.111111111,0.208955224,-0.654320988,0.117647059,-0.789473684,0.172413793,-0.705882353,0.216718266,-0.643765903,0.864197531,-0.072847682,0.897435897,-0.054054054,0.777777778,-0.125,0.972222222,-0.014084507,0.972222222,-0.014084507,0.214925373,-0.646191646,0.121008403,-0.784107946,0.177339901,-0.69874477,0.222910217,-0.635443038,0.888888889,-0.058823529,0.923076923,-0.04,0.8,-0.111111111,1.028571429,0.014084507,1,0,0.214925373,-0.646191646,0.121008403,-0.784107946,0.177339901,-0.69874477,0.222910217,-0.635443038,0.888888889,-0.058823529,0.923076923,-0.04,0.8,-0.111111111,1.028571429,0.014084507,1,0
206,177,588,738,522,466,268,272,279,233,4.28,0.796747967,-0.113122172,1.126436782,0.059459459,1.261802575,0.115749526,2.194029851,0.373831776,2.161764706,0.36744186,2.107526882,0.356401384,2.52360515,0.432399513,2.854368932,0.481108312,3.322033898,0.537254902,1.255102041,0.113122172,1.413793103,0.171428571,1.583690987,0.225913621,2.753731343,0.467196819,2.713235294,0.461386139,2.64516129,0.451327434,3.167381974,0.520082389,3.582524272,0.563559322,4.169491525,0.613114754,0.887755102,-0.059459459,0.707317073,-0.171428571,1.120171674,0.056680162,1.947761194,0.321518987,1.919117647,0.314861461,1.870967742,0.303370787,2.240343348,0.382781457,2.533980583,0.434065934,2.949152542,0.493562232,0.792517007,-0.115749526,0.631436314,-0.225913621,0.892720307,-0.056680162,1.73880597,0.269754768,1.713235294,0.262872629,1.670250896,0.251006711,2,0.333333333,2.262135922,0.386904762,2.632768362,0.449455677,0.455782313,-0.373831776,0.363143631,-0.467196819,0.513409962,-0.321518987,0.575107296,-0.269754768,0.985294118,-0.007407407,0.960573477,-0.020109689,1.150214592,0.069860279,1.300970874,0.130801688,1.514124294,0.204494382,0.462585034,-0.36744186,0.368563686,-0.461386139,0.521072797,-0.314861461,0.583690987,-0.262872629,1.014925373,0.007407407,0.974910394,-0.012704174,1.167381974,0.077227723,1.32038835,0.138075314,1.536723164,0.211581292,0.474489796,-0.356401384,0.37804878,-0.451327434,0.534482759,-0.303370787,0.598712446,-0.251006711,1.041044776,0.020109689,1.025735294,0.012704174,1.197424893,0.08984375,1.354368932,0.150515464,1.576271186,0.223684211,0.396258503,-0.432399513,0.315718157,-0.520082389,0.446360153,-0.382781457,0.5,-0.333333333,0.869402985,-0.069860279,0.856617647,-0.077227723,0.835125448,-0.08984375,1.131067961,0.061503417,1.316384181,0.136585366,0.350340136,-0.481108312,0.279132791,-0.563559322,0.394636015,-0.434065934,0.442060086,-0.386904762,0.768656716,-0.130801688,0.757352941,-0.138075314,0.738351254,-0.150515464,0.884120172,-0.061503417,1.163841808,0.075718016,0.301020408,-0.537254902,0.239837398,-0.613114754,0.33908046,-0.493562232,0.379828326,-0.449455677,0.660447761,-0.204494382,0.650735294,-0.211581292,0.634408602,-0.223684211,0.759656652,-0.136585366,0.859223301,-0.075718016
555,517,1099,1355,898,786,561,536,555,500,9.22,0.811070111,-0.104319478,1.223830735,0.100650976,1.39821883,0.166047745,1.959001783,0.324096386,2.050373134,0.344342508,1.98018018,0.328899637,2.198,0.374609131,1.98018018,0.328899637,2.125725338,0.360148515,1.232939035,0.104319478,1.508908686,0.202840657,1.723918575,0.265763662,2.415329768,0.41440501,2.527985075,0.433104178,2.441441441,0.418848168,2.71,0.460916442,2.441441441,0.418848168,2.620889749,0.447649573,0.81710646,-0.100650976,0.662730627,-0.202840657,1.142493639,0.066508314,1.600713012,0.230980123,1.675373134,0.252440725,1.618018018,0.236063317,1.796,0.284692418,1.618018018,0.236063317,1.736943907,0.269257951,0.715195632,-0.166047745,0.580073801,-0.265763662,0.875278396,-0.066508314,1.401069519,0.167037862,1.46641791,0.189107413,1.416216216,0.172259508,1.572,0.222395023,1.416216216,0.172259508,1.520309478,0.206446662,0.510464058,-0.324096386,0.41402214,-0.41440501,0.624721604,-0.230980123,0.713740458,-0.167037862,1.046641791,0.022789426,1.010810811,0.005376344,1.122,0.057492931,1.010810811,0.005376344,1.085106383,0.040816327,0.487716106,-0.344342508,0.395571956,-0.433104178,0.59688196,-0.252440725,0.681933842,-0.189107413,0.95543672,-0.022789426,0.965765766,-0.017415215,1.072,0.034749035,0.965765766,-0.017415215,1.036750484,0.018043685,0.50500455,-0.328899637,0.409594096,-0.418848168,0.618040089,-0.236063317,0.70610687,-0.172259508,0.989304813,-0.005376344,1.035447761,0.017415215,1.11,0.052132701,1,0,1.073500967,0.035447761,0.454959054,-0.374609131,0.36900369,-0.460916442,0.556792873,-0.284692418,0.636132316,-0.222395023,0.891265597,-0.057492931,0.932835821,-0.034749035,0.900900901,-0.052132701,0.900900901,-0.052132701,0.967117988,-0.016715831,0.50500455,-0.328899637,0.409594096,-0.418848168,0.618040089,-0.236063317,0.70610687,-0.172259508,0.989304813,-0.005376344,1.035447761,0.017415215,1,0,1.11,0.052132701,1.073500967,0.035447761,0.470427662,-0.360148515,0.381549815,-0.447649573,0.575723831,-0.269257951,0.657760814,-0.206446662,0.921568627,-0.040816327,0.964552239,-0.018043685,0.931531532,-0.035447761,1.034,0.016715831,0.931531532,-0.035447761
549,488,933,1119,832,764,617,626,619,599,2.96,0.833780161,-0.090643275,1.121394231,0.057223796,1.221204188,0.099587507,1.512155592,0.203870968,1.490415335,0.196921103,1.50726979,0.202319588,1.557595993,0.218015666,1.699453552,0.259109312,1.911885246,0.313159747,1.199356913,0.090643275,1.344951923,0.147104049,1.464659686,0.188528943,1.813614263,0.289170507,1.787539936,0.28252149,1.807754443,0.287686997,1.868113523,0.302677532,2.038251366,0.341726619,2.293032787,0.392657125,0.891747053,-0.057223796,0.743521001,-0.147104049,1.089005236,0.042606516,1.348460292,0.148378192,1.329073482,0.141289438,1.344103393,0.146795314,1.388981636,0.162823201,1.515482696,0.204923968,1.704918033,0.260606061,0.81886388,-0.099587507,0.682752458,-0.188528943,0.918269231,-0.042606516,1.238249595,0.106444605,1.220447284,0.099280576,1.234248788,0.104844541,1.275459098,0.121056493,1.391621129,0.163747144,1.56557377,0.220447284,0.66130761,-0.203870968,0.551385165,-0.289170507,0.741586538,-0.148378192,0.807591623,-0.106444605,0.985623003,-0.007240547,0.996768982,-0.001618123,1.030050083,0.014802632,1.123861566,0.058319039,1.264344262,0.116742081,0.670953912,-0.196921103,0.559428061,-0.28252149,0.752403846,-0.141289438,0.819371728,-0.099280576,1.01458671,0.007240547,1.011308562,0.00562249,1.045075125,0.022040816,1.140255009,0.065531915,1.282786885,0.123877917,0.663451233,-0.202319588,0.553172475,-0.287686997,0.743990385,-0.146795314,0.810209424,-0.104844541,1.003241491,0.001618123,0.988817891,-0.00562249,1.033388982,0.016420361,1.127504554,0.059931507,1.268442623,0.11833785,0.642015005,-0.218015666,0.535299374,-0.302677532,0.719951923,-0.162823201,0.784031414,-0.121056493,0.97082658,-0.014802632,0.95686901,-0.022040816,0.967689822,-0.016420361,1.091074681,0.043554007,1.227459016,0.102115915,0.588424437,-0.259109312,0.490616622,-0.341726619,0.659855769,-0.204923968,0.718586387,-0.163747144,0.889789303,-0.058319039,0.876996805,-0.065531915,0.886914378,-0.059931507,0.916527546,-0.043554007,1.125,0.058823529,0.523043944,-0.313159747,0.436103664,-0.392657125,0.586538462,-0.260606061,0.638743455,-0.220447284,0.790923825,-0.116742081,0.779552716,-0.123877917,0.788368336,-0.11833785,0.814691152,-0.102115915,0.888888889,-0.058823529
1064,927,1267,1433,1253,1288,1117,1115,1105,1106,6.96,0.884159107,-0.061481481,1.011173184,0.005555556,0.983695652,-0.008219178,1.134288272,0.062919463,1.13632287,0.063811923,1.146606335,0.068296796,1.14556962,0.067846608,1.190789474,0.087087087,1.366774542,0.154968095,1.131018153,0.061481481,1.143655227,0.067014147,1.11257764,0.053289232,1.282900627,0.123921569,1.285201794,0.124803768,1.296832579,0.129235619,1.295660036,0.128790863,1.346804511,0.147777333,1.545846818,0.21440678,0.988950276,-0.005555556,0.874389393,-0.067014147,0.972826087,-0.013774105,1.1217547,0.057383966,1.123766816,0.058277027,1.133936652,0.062765055,1.132911392,0.06231454,1.177631579,0.081570997,1.35167206,0.149541284,1.016574586,0.008219178,0.898813678,-0.053289232,1.027932961,0.013774105,1.15308863,0.071101871,1.155156951,0.071993342,1.16561086,0.076473046,1.164556962,0.076023392,1.210526316,0.095238095,1.389428263,0.162979684,0.881610103,-0.062919463,0.779483601,-0.123921569,0.891460495,-0.057383966,0.867236025,-0.071101871,1.001793722,0.000896057,1.010859729,0.00540054,1.00994575,0.004948268,1.04981203,0.024300779,1.204962244,0.09295499,0.880031571,-0.063811923,0.778087927,-0.124803768,0.889864326,-0.058277027,0.86568323,-0.071993342,0.99820949,-0.000896057,1.009049774,0.004504505,1.008137432,0.004052229,1.047932331,0.023405232,1.202804746,0.092066601,0.872138911,-0.068296796,0.77110956,-0.129235619,0.88188348,-0.062765055,0.857919255,-0.076473046,0.989256938,-0.00540054,0.99103139,-0.004504505,0.999095841,-0.000452284,1.038533835,0.01890272,1.19201726,0.087598425,0.872928177,-0.067846608,0.771807397,-0.128790863,0.882681564,-0.06231454,0.858695652,-0.076023392,0.990152193,-0.004948268,0.991928251,-0.004052229,1.000904977,0.000452284,1.039473684,0.019354839,1.193096009,0.088047221,0.839779006,-0.087087087,0.742498255,-0.147777333,0.849162011,-0.081570997,0.826086957,-0.095238095,0.952551477,-0.024300779,0.95426009,-0.023405232,0.962895928,-0.01890272,0.962025316,-0.019354839,1.147788565,0.068809643,0.731649566,-0.154968095,0.646894627,-0.21440678,0.739824421,-0.149541284,0.719720497,-0.162979684,0.829901522,-0.09295499,0.831390135,-0.092066601,0.838914027,-0.087598425,0.838155515,-0.088047221,0.871240602,-0.068809643
624,602,742,966,720,707,575,560,488,566,4.23,0.768115942,-0.131147541,1.030555556,0.01504788,1.04950495,0.024154589,1.290434783,0.126803341,1.325,0.139784946,1.520491803,0.206504065,1.310954064,0.134556575,1.189102564,0.086383602,1.23255814,0.104166667,1.301886792,0.131147541,1.341666667,0.145907473,1.366336634,0.154811715,1.68,0.253731343,1.725,0.266055046,1.979508197,0.328748281,1.706713781,0.261096606,1.548076923,0.21509434,1.604651163,0.232142857,0.970350404,-0.01504788,0.745341615,-0.145907473,1.018387553,0.009110021,1.252173913,0.111969112,1.285714286,0.125,1.475409836,0.19205298,1.272084806,0.119751166,1.153846154,0.071428571,1.196013289,0.089258699,0.952830189,-0.024154589,0.731884058,-0.154811715,0.981944444,-0.009110021,1.229565217,0.102964119,1.2625,0.116022099,1.448770492,0.183263598,1.249116608,0.11076198,1.133012821,0.062359128,1.174418605,0.080213904,0.774932615,-0.126803341,0.595238095,-0.253731343,0.798611111,-0.111969112,0.813295615,-0.102964119,1.026785714,0.013215859,1.178278689,0.081843838,1.01590106,0.007887818,0.921474359,-0.040867389,0.955149502,-0.022939677,0.754716981,-0.139784946,0.579710145,-0.266055046,0.777777778,-0.125,0.792079208,-0.116022099,0.973913043,-0.013215859,1.147540984,0.06870229,0.989399293,-0.005328597,0.897435897,-0.054054054,0.930232558,-0.036144578,0.657681941,-0.206504065,0.505175983,-0.328748281,0.677777778,-0.19205298,0.690240453,-0.183263598,0.848695652,-0.081843838,0.871428571,-0.06870229,0.862190813,-0.074003795,0.782051282,-0.122302158,0.810631229,-0.104587156,0.762803235,-0.134556575,0.585921325,-0.261096606,0.786111111,-0.119751166,0.800565771,-0.11076198,0.984347826,-0.007887818,1.010714286,0.005328597,1.159836066,0.074003795,0.907051282,-0.048739496,0.940199336,-0.030821918,0.84097035,-0.086383602,0.645962733,-0.21509434,0.866666667,-0.071428571,0.882602546,-0.062359128,1.085217391,0.040867389,1.114285714,0.054054054,1.278688525,0.122302158,1.102473498,0.048739496,1.03654485,0.017944535,0.811320755,-0.104166667,0.623188406,-0.232142857,0.836111111,-0.089258699,0.851485149,-0.080213904,1.046956522,0.022939677,1.075,0.036144578,1.233606557,0.104587156,1.06360424,0.030821918,0.96474359,-0.017944535
793,722,965,1107,969,1036,856,883,775,847,6.22,0.871725384,-0.068532819,0.995872033,-0.002068252,0.931467181,-0.035482259,1.127336449,0.059857221,1.092865232,0.044372294,1.24516129,0.109195402,1.13931523,0.065121413,1.216897856,0.097838453,1.336565097,0.144042679,1.147150259,0.068532819,1.142414861,0.066473988,1.068532819,0.033131125,1.293224299,0.127865512,1.253680634,0.112562814,1.428387097,0.176408077,1.306965762,0.133060389,1.395964691,0.165263158,1.533240997,0.21049754,1.004145078,0.002068252,0.875338753,-0.066473988,0.935328185,-0.033416459,1.132009346,0.061917808,1.097395243,0.046436285,1.250322581,0.111238532,1.14403778,0.067180617,1.221941992,0.099886493,1.342105263,0.146067416,1.07357513,0.035482259,0.935862692,-0.033131125,1.069143447,0.033416459,1.210280374,0.095137421,1.173272933,0.079729026,1.336774194,0.144119271,1.223140496,0.100371747,1.306431274,0.132859486,1.434903047,0.178612059,0.887046632,-0.059857221,0.773261066,-0.127865512,0.883384933,-0.061917808,0.826254826,-0.095137421,0.969422424,-0.015526164,1.104516129,0.049662784,1.010625738,0.005284792,1.079445145,0.038204973,1.185595568,0.084917617,0.915025907,-0.044372294,0.79765131,-0.112562814,0.91124871,-0.046436285,0.852316602,-0.079729026,1.031542056,0.015526164,1.139354839,0.065138721,1.042502952,0.020809249,1.113493064,0.053699284,1.22299169,0.100311526,0.803108808,-0.109195402,0.700090334,-0.176408077,0.799793602,-0.111238532,0.748069498,-0.144119271,0.905373832,-0.049662784,0.877689694,-0.065138721,0.914994097,-0.044389642,0.977301387,-0.011479592,1.073407202,0.035404142,0.877720207,-0.065121413,0.765130985,-0.133060389,0.874097007,-0.067180617,0.817567568,-0.100371747,0.989485981,-0.005284792,0.959229898,-0.020809249,1.092903226,0.044389642,1.068095839,0.032926829,1.173130194,0.079668579,0.821761658,-0.097838453,0.716350497,-0.165263158,0.818369453,-0.099886493,0.765444015,-0.132859486,0.926401869,-0.038204973,0.898074745,-0.053699284,1.023225806,0.011479592,0.936245573,-0.032926829,1.09833795,0.046864686,0.748186528,-0.144042679,0.652213189,-0.21049754,0.745098039,-0.146067416,0.696911197,-0.178612059,0.843457944,-0.084917617,0.817667044,-0.100311526,0.931612903,-0.035404142,0.852420307,-0.079668579,0.910466583,-0.046864686
809,751,929,1068,923,952,777,765,703,755,27.6,0.869850187,-0.069604407,1.006500542,0.003239741,0.975840336,-0.012227539,1.195624196,0.089097304,1.214379085,0.096812279,1.321479374,0.138480392,1.230463576,0.103325416,1.148331273,0.069044879,1.23701731,0.105952381,1.149623251,0.069604407,1.157096425,0.072827725,1.121848739,0.057425743,1.374517375,0.157723577,1.396078431,0.165302782,1.519203414,0.20609825,1.414569536,0.171695008,1.320148331,0.137986148,1.422103862,0.174271578,0.993541442,-0.003239741,0.86423221,-0.072827725,0.969537815,-0.015466667,1.187902188,0.085882353,1.206535948,0.093601896,1.312944523,0.135301353,1.222516556,0.10011919,1.14091471,0.065819861,1.229027963,0.102747909,1.024757804,0.012227539,0.891385768,-0.057425743,1.031419285,0.015466667,1.225225225,0.101214575,1.244444444,0.108910891,1.354196302,0.150453172,1.260927152,0.115407147,1.176761434,0.081203861,1.267643142,0.118027011,0.836383208,-0.089097304,0.72752809,-0.157723577,0.841820152,-0.085882353,0.816176471,-0.101214575,1.015686275,0.007782101,1.105263158,0.05,1.029139073,0.014360313,0.960444994,-0.020176545,1.034620506,0.017015707,0.823466093,-0.096812279,0.716292135,-0.165302782,0.828819068,-0.093601896,0.803571429,-0.108910891,0.984555985,-0.007782101,1.088193457,0.042234332,1.013245033,0.006578947,0.945611867,-0.027954257,1.018641811,0.009234828,0.756727664,-0.138480392,0.6582397,-0.20609825,0.761646804,-0.135301353,0.738445378,-0.150453172,0.904761905,-0.05,0.918954248,-0.042234332,0.931125828,-0.035665295,0.868974042,-0.07010582,0.93608522,-0.03301238,0.81270183,-0.103325416,0.706928839,-0.171695008,0.817984832,-0.10011919,0.793067227,-0.115407147,0.971685972,-0.014360313,0.986928105,-0.006578947,1.073968706,0.035665295,0.933250927,-0.034526854,1.005326232,0.002656042,0.870828848,-0.069044879,0.757490637,-0.137986148,0.876489707,-0.065819861,0.849789916,-0.081203861,1.041184041,0.020176545,1.05751634,0.027954257,1.150782361,0.07010582,1.071523179,0.034526854,1.07723036,0.037179487,0.808396125,-0.105952381,0.703183521,-0.174271578,0.813651138,-0.102747909,0.788865546,-0.118027011,0.966537967,-0.017015707,0.981699346,-0.009234828,1.068278805,0.03301238,0.994701987,-0.002656042,0.928306551,-0.037179487
